_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3214802,325304930,23180209,10,2023-11-11T13:00:00,"1400 Block Casement St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2715,1,1,-80.03200298472053,40.47038208683415
3214803,325331552,23180284,10,2023-11-13T13:00:00,"100 Block Parkfield St Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2904,4,3,-79.98736813465906,40.39130628746974
3214804,325337743,23180330,99,2023-11-13T16:23:00,"3000 Block Naomi Dr Pittsburgh, PA 15217",Y,Squirrel Hill South,4,MENTAL 201/302,9498 302 (Mental),1414,5,3,-79.92821568130763,40.40966783508491
3214805,324722517,23175723,0,2023-11-05T00:09:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,8106 Shots Fired,2620,1,1,-79.99361351005419,40.46659027664096
3214806,324748942,23175980,99,2023-11-05T15:00:00,"700 Block Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),3001,3,5,-79.99060093638174,40.40989877833478
3214807,324759170,23176171,0,2023-11-05T23:30:00,"2100 Block Holyoke St Pittsburgh, PA 15214",N,Perry South,1,99,8106 Shots Fired,2614,6,1,-80.01476265921296,40.46327261147608
3214808,324761428,23176207,14,2023-11-06T01:34:00,"Grimes Ave & Dove Way Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,3,5,-79.99300014213806,40.41467760300707
3214809,324837130,23176591,99,2023-11-06T17:44:00,"5600 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,MENTAL 201/302,9498 302 (Mental),1515,5,3,-79.93906601804447,40.40080341498968
3214810,324900773,23176987,0,2023-11-07T12:30:00,"300 Block E Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,99,9993 PFA Service with Weapons Supplement,1515,5,3,-79.9472120826774,40.40656849017254
3214811,324931188,23177076,6,2023-10-28T03:00:00,"1300 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1702,3,3,-79.98517842560688,40.428614936885786
3214812,324939522,23177257,6,2023-11-03T12:00:00,"300 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3001,3,5,-79.99305421465246,40.41503864999025
3214813,324945953,23177515,14,2023-11-07T23:56:00,"2700 Block Mc Cord St Pittsburgh, PA 15203",N,South Side Slopes,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1608,3,3,-79.96873008270833,40.42335055996001
3214814,324210367,23171146,27,2023-10-27T22:15:00,"100 Block N Dithridge St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,404,,,-79.87838242783407,40.44332100326034
3214815,324213723,23171241,22,2023-10-28T01:29:00,"5600 Block Northumberland St Pittsburgh, PA 15217",Y,Squirrel Hill North,4,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 4914(A) False Identification to Law Enforcement",1403,8,3,-79.9275329272116,40.440734216567016
3214816,324214915,23171307,10,2023-10-28T04:26:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,SIMPLE ASSAULT,2701 Simple Assault.,2620,1,1,-79.99204184514898,40.46535964895462
3214817,324216402,23171276,10,2023-10-28T02:18:00,"West End Cir Pittsburgh, PA 15220",Y,West End,6,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3743 Accidents Involving Damage to Attended Veh. or Property / 3362 Maximum Speed Limits. / 3802(a)(1) DUI - General Impairment / 3742 Accidents Involving Death or Personal Injury / 3733 Fleeing or Attempting to Elude Police Officer / 1785 Proof of Financial Responsibility Following Accident.,2019,,,-80.02710481773475,40.44618928228805
3214818,324232222,23171437,0,2023-10-28T11:26:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,6,6,-79.99740883167522,40.441533222252524
3214819,324233428,23171456,14,2023-10-28T12:07:00,"100 Block Burrows St Pittsburgh, PA 15213",N,West Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,402,,,,
3214820,324234108,23171434,6,2023-10-28T11:22:00,"2700 Block Kingwood St Pittsburgh, PA 15234",N,Overbrook,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3207,4,5,-80.00288917561154,40.37759775409286
3214821,324235366,23171478,10,2023-10-28T12:59:00,"800 Block Citadel St Pittsburgh, PA 15204",Y,Sheraden,2,SIMPLE ASSAULT,2701 Simple Assault.,201,2,5,-80.05832030337676,40.45506182426315
3214822,324238315,23171579,0,2023-10-28T16:30:00,"500 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,9994 PFA Service,1915,2,5,-80.01134926681004,40.42360638379753
3214823,324239296,23170083,99,2023-10-27T15:45:00,"South 7th  St & PJ McCardle Roadway  Brg Pittsburgh, PA ",Y,South Side Flats,3,POSSIBLE STOLEN CAR RECOVERED,9125 Possible  Stolen Car Recovered,1702,,,,
3214824,324223253,23171371,14,2023-10-28T08:44:00,"400 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,406,3,3,-79.95391575929918,40.43809993906726
3214825,324223830,23170766,10,2023-10-27T08:15:00,"2000 Block Bedford Ave Pittsburgh, PA 15219",Y,Middle Hill,2,HARRASSMENT,2709 Harassment (Non-Specific),501,,,,
3214826,324231846,23171406,10,2023-10-27T20:31:00,"400 Block Sweetbriar St Pittsburgh, PA 15211",N,Duquesne Heights,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1911,2,5,-80.02252047166739,40.43575734760215
3214827,324270042,23172211,6,2023-10-29T17:47:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,Central North Side,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession / 5505 Public Drunkenness,2503,6,1,-80.01656850562077,40.45687440924445
3214828,324273742,23172205,99,2023-10-29T17:20:00,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,,,-80.05815333640635,40.504457377253146
3214829,324710622,23175467,0,2023-11-04T14:34:00,"600 Block Sherwood Ave Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.05371548732401,40.4553545173775
3214830,324710966,23175477,10,2023-11-04T15:00:00,"3100 Block Landis St Pittsburgh, PA 15204",Y,Sheraden,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2018,2,5,-80.05560025984737,40.456481563797496
3214831,324716538,23175584,10,2023-11-04T18:44:00,"1900 Block Letsche St Pittsburgh, PA 15214",N,Fineview,1,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats.,2509,,,,
3214832,324727711,23175698,6,2023-11-05T00:23:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,103,6,6,-79.99459104985328,40.435334670473395
3214833,-3708000882,23172514,11,2023-11-01T11:15:00,"5700 Block Hobart St Pittsburgh, PA 15217",N,Squirrel Hill South,4,IDENTITY THEFT,4120 Identity Theft,1413,5,3,-79.92435711462072,40.432550765000336
3214834,324249921,23171905,10,2023-10-29T03:11:00,"Smithfield St Brg Pittsburgh, PA 15219",N,South Shore,3,SIMPLE ASSAULT,2701 Simple Assault.,1921,,,,
3214835,324252934,23171928,0,2023-10-29T03:55:00,"Hamilton Ave & Brushton Ave Pittsburgh, PA 15221",N,Homewood South,5,99,8106 Shots Fired,1304,9,2,-79.88919374306386,40.45273333111272
3214836,324271212,23172159,6,2023-10-29T15:50:00,"9th St Brg & Isabella St Pittsburgh, PA 15212",Y,North Shore,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,2205,,,,
3214837,324274883,23172251,0,2023-10-29T20:30:00,"400 Block Stadium St Pittsburgh, PA 15204",N,Sheraden,6,99,9999 9999 - (Misc. Incident): ,2018,2,5,-80.05448410117752,40.460822749424466
3214838,324452951,23173313,10,2023-10-31T18:49:00,Zone 4,N,,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 3124.1 Sexual Assault,,,,,
3214839,324575533,23174176,6,2023-11-02T06:00:00,"100 Block Carrington St Pittsburgh, PA 15212",N,Central North Side,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2503,6,1,-80.00842155773962,40.45910087254304
3214840,324270346,23172212,6,2023-10-29T17:39:00,"300 Block Oakville Dr Pittsburgh, PA 15220",N,Banksville,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2023,2,5,-80.03800925911129,40.41890557574678
3214841,324271154,23172233,6,2023-10-29T18:38:00,"700 Block Beltzhoover Ave Pittsburgh, PA 15210",N,Beltzhoover,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1809,3,5,-79.99722826043308,40.4167323338725
3214842,324434083,23173011,6,2023-10-31T09:39:00,"500 Block N Taylor Ave Pittsburgh, PA 15212",Y,Central North Side,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2206,1,1,-80.01233900798712,40.45657467249231
3214843,324706653,23175398,6,2023-10-31T19:00:00,"7200 Block Penn Ave Pittsburgh, PA 15208",N,Point Breeze North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1405,9,3,-79.90134944568446,40.448519047050425
3214844,324726260,23175817,14,2023-11-05T04:20:00,"3100 Block Ashlyn St Pittsburgh, PA 15204",N,Sheraden,6,CRIM MISCHIEF,3304 Criminal Mischief.,2018,2,5,-80.05635552180415,40.456082337190395
3214845,324745224,23175999,14,2023-11-04T13:30:00,"1800 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1702,3,3,-79.9807086958545,40.42695070719625
3214846,324250108,23171912,6,2023-10-29T02:30:00,"E Carson St & S 13th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.98533041374799,40.42878292268215
3214847,324263698,23172095,14,2023-10-29T07:15:00,"3100 Block Cordell Pl Pittsburgh, PA 15203",Y,Arlington Heights,3,CRIM MISCHIEF,3304 Criminal Mischief.,1604,,,,
3214848,324281378,23171965,14,2023-10-29T06:22:00,"2200 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.9745994066805,40.42725505853014
3214849,324301925,23172455,99,2023-10-30T06:45:00,"Market St Pittsburgh, PA 15222",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9504 Lost Property / 9501 Bench Warrant,201,6,6,-80.00446223461844,40.43791823751137
3214850,324760053,23175675,0,2023-11-04T22:26:00,"S 22nd St & Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,1609,3,3,-79.97455013984495,40.42933559558723
3214851,324817441,23176462,0,2023-11-06T14:16:00,"20 Block S 12th St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1702,,,,
3214852,324938333,23177088,99,2023-11-07T16:10:00,"500 Block Marshall Ave Pittsburgh, PA 15214",N,Perry South,1,MENTAL 201/302,9498 302 (Mental),2615,6,1,-80.01669411551083,40.471005133876794
3214853,324945959,23177324,0,2023-11-08T00:40:00,"Cedar Ave & Stockton St Pittsburgh, PA 15212",N,Allegheny Center,1,99,8106 Shots Fired,2204,1,1,-80.00090979896383,40.45086493894634
3214854,324949542,23177370,0,2023-11-08T03:11:00,"2800 Block Orbin St Pittsburgh, PA 15219",N,Middle Hill,2,99,8106 Shots Fired,501,,,,
3214855,325018702,23177637,6,2023-11-08T15:35:00,"1900 Block Murray Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1408,5,3,-79.92306794719867,40.43587962230115
3214856,325019726,23177667,6,2023-11-05T15:11:00,"S 15th St & E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.9834282446537,40.428823144414096
3214857,325021020,23177634,14,2023-11-07T00:30:00,"90 Block S 25th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 9130 Graffiti Investigation,1609,3,3,-79.97024322968207,40.427389928124036
3214858,325021008,22120224,6,2023-11-08T14:00:00,"N Charles St & Hazelton St Pittsburgh, PA 15214",Y,Perry South,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,1,-80.00726414788305,40.471281598933786
3214859,325021540,23177726,14,2023-11-07T00:30:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 9130 Graffiti Investigation,1609,3,3,-79.97038111303263,40.42655072086149
3214860,325021852,23177742,0,2023-11-08T18:16:00,"900 Block Rossmore Ave Pittsburgh, PA 15226",N,Brookline,6,99,9994 PFA Service,1919,4,5,-80.01764508257514,40.394138314547796
3214861,325206999,23179138,99,2023-11-11T10:01:00,"20 Block Bailey Ave Pittsburgh, PA 15211",N,Mount Washington,3,FOUND PROPERTY,9489 Found Property,1807,3,5,-80.00492385978808,40.42670096321892
3214862,325207033,23179126,10,2023-11-11T08:00:00,"300 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,HARRASSMENT,2709(a) Harassment.,1914,2,5,-80.00853788491793,40.4256613386411
3214863,325272583,23179941,29,2023-11-12T20:52:00,"80 Block Beltzhoover Ave Pittsburgh, PA 15210",N,Allentown,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,1803,3,5,-79.99767662936465,40.423003969768004
3214864,325284423,23180104,6,2023-11-13T08:07:00,"2700 Block Sacramento Ave Pittsburgh, PA 15204",N,Sheraden,6,THEFT FROM AUTO,3934 Theft from Vehicle,2018,2,5,-80.0476720054564,40.4552595541847
3214865,325290985,23180125,6,2023-11-13T08:00:00,"600 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,201,,,,
3214866,325296348,23180142,6,2023-11-12T14:00:00,"200 Block Forbes Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,3,-79.97763500334588,40.437206374878386
3214867,325304907,23180210,27,2023-11-13T12:00:00,"1800 Block Jancey St Pittsburgh, PA 15206",N,Morningside,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1014,7,2,-79.92650215885936,40.485924294318586
3214868,325305271,23180195,99,2023-11-13T11:56:00,"1700 Block Northfield Ave Pittsburgh, PA 15204",N,Crafton Heights,6,FOUND PROPERTY,9489 Found Property,2814,2,5,-80.05898959606844,40.446207829856334
3214869,324434034,23173159,6,2023-10-31T13:43:00,"4900 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 903 Criminal Conspiracy.,1515,5,3,-79.9443669504557,40.40977510076778
3214870,324538101,23173813,26,2023-11-01T16:32:00,"Smallman St & 36th St Pittsburgh, PA 15201",Y,Lower Lawrenceville,2,FALSE RPT LAW ENFORCE AUTH,4906 False Reports to Law Enforcement Authorities. / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,7,2,-79.96700104290105,40.46608710443451
3214871,324697077,23175161,10,2023-11-03T22:26:00,"2000 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",203,7,6,-79.98392820573328,40.45112595959662
3214872,324748726,23176052,99,2023-11-05T17:30:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,FOUND PROPERTY,9489 Found Property,1106,9,2,-79.90861667551917,40.470305633259095
3214873,324778971,23172275,10,2023-10-29T20:05:00,"500 Block E 8TH Ave Munhall, PA 15120",Y,New Homestead,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 4304(a)(1) Endangering Welfare of Children. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 1301 Registration and Certificate of Title Required.",3103,,,-79.9053322849084,40.40864125781545
3214874,324786222,23176047,10,2023-11-03T19:00:00,"Penn Ave & N Mathilda St Pittsburgh, PA 15224",Y,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,902,7,2,-79.9464499524183,40.46547442732796
3214875,324948156,23177355,99,2023-11-08T02:30:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,AIDED CASE,9497 Aided Case,103,6,6,-79.99459104985328,40.435334670473395
3214876,-3708000846,23177008,14,2023-11-07T13:40:00,"4800 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1515,5,3,-79.94479717715453,40.41120586648752
3214877,325007367,23177623,27,2023-11-08T13:50:00,"5800 Block Ellsworth Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,705,8,2,-79.93059880543144,40.45608764034634
3214878,325007545,23177632,14,2023-11-08T15:00:00,"2700 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.96781063287617,40.4252303388816
3214879,325012162,23177643,0,2023-11-06T00:01:00,"1800 Block Realty Ave Pittsburgh, PA 15216",N,Beechview,6,99,"6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",1920,,,,
3214880,325020875,23177696,6,2023-10-30T16:00:00,"2600 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,2615,6,1,-80.00847539788961,40.47114638432227
3214881,325024033,23177760,6,2023-11-08T16:00:00,"3200 Block Niagara St Pittsburgh, PA 15213",N,South Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,409,3,3,-79.9604312181213,40.4339267036077
3214882,324315454,23172493,10,2023-10-30T08:50:00,"Spencer Ave & Steiner St Pittsburgh, PA 15227",N,Carrick,3,HARRASSMENT,2709(a) Harassment.,2904,4,3,-79.97623231886729,40.389303221528046
3214883,324340984,23172621,99,2023-10-30T13:00:00,"300 Block Meredith St Pittsburgh, PA 15210",N,Carrick,3,FOUND PROPERTY,9489 Found Property,2902,4,3,-79.98299448070195,40.397769775792355
3214884,324346502,23172590,99,2023-10-30T11:41:00,"2300 Block Sherbrook St Pittsburgh, PA 15217",N,Squirrel Hill South,4,AIDED CASE,9497 Aided Case / 9498 302 (Mental),1408,5,3,-79.92170536722638,40.43147264809641
3214885,324361455,23172722,99,2023-10-30T18:26:00,"70 Block Knox Ave Pittsburgh, PA 15210",N,Knoxville,3,MENTAL 201/302,9498 302 (Mental),3001,3,5,-79.99067868188708,40.41416905821807
3214886,324361605,23172757,0,2023-10-30T18:30:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.97998240539275,40.44358891030736
3214887,324371449,23172814,0,2023-10-30T20:59:00,"8800 Block Frankstown Rd Pittsburgh, PA 15235",Y,Lincoln-Lemington-Belmar,5,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked.,1201,,,,
3214888,324261391,23172071,0,2023-10-29T12:00:00,"1400 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,99,9090 Recovered Firearm,203,,,,
3214889,324834813,23176625,10,2023-11-06T18:37:00,"3300 Block Liberty Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,TERRORISTIC THREATS,2706 Terroristic Threats.,603,7,6,-79.96766222983891,40.461287342196016
3214890,325021941,23177727,14,2023-11-07T00:30:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 9130 Graffiti Investigation,1609,3,3,-79.97038111303263,40.42655072086149
3214891,325024985,23177736,0,2023-11-08T17:45:00,"Tuscarora St & S Braddock Ave Pittsburgh, PA 15221",N,Point Breeze,4,99,2908 Missing Children.,1406,9,3,-79.89554847710792,40.44620271804071
3214892,325025196,23177638,0,2023-11-08T15:46:00,"5500 Block Pocussett St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1413,5,3,-79.93021298559631,40.43064244506289
3214893,325027040,23177744,0,2023-11-08T18:50:00,"100 Block Oak Hill Dr N Pittsburgh, PA 15213",N,Terrace Village,2,99,0292 Located Runaway - not Reported Missing,510,6,3,-79.96778373600948,40.43969316239758
3214894,325027716,23177788,0,2023-11-08T19:10:00,"2800 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9999 9999 - (Misc. Incident): Forced Door by City Fire Units ,509,6,3,-79.96942376102801,40.45201115525266
3214895,325027968,23177762,18,2023-11-08T18:33:00,"2100 Block Watson St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,103,4,5,-79.99427291666898,40.39115346577604
